Round: 1
Created: paoletti0 (distance: 76, speed: 2, health: 2)
Moved: will2579 (distance: 137, speed: 5, health: 2)
Moved: fee2580 (distance: 97, speed: 9, health: 3)
Moved: noah2581 (distance: 280, speed: 3, health: 2)
Moved: paoletti2583 (distance: 254, speed: 3, health: 2)
Moved: darden2584 (distance: 146, speed: 6, health: 5)
Moved: cris2586 (distance: 64, speed: 6, health: 5)
Moved: will2588 (distance: 142, speed: 1, health: 5)
Moved: fee2589 (distance: 181, speed: 5, health: 2)
Moved: noah2590 (distance: 228, speed: 5, health: 5)
Moved: darden2593 (distance: 118, speed: 4, health: 5)
Moved: garcia2594 (distance: 174, speed: 3, health: 5)
Moved: cris2595 (distance: 263, speed: 7, health: 4)
Moved: will2597 (distance: 266, speed: 1, health: 2)
Moved: fee2598 (distance: 190, speed: 7, health: 2)
Moved: noah2599 (distance: 127, speed: 7, health: 3)
Moved: potatobot2600 (distance: 37, speed: 2, health: 5)
Moved: paoletti2601 (distance: 191, speed: 7, health: 4)
Moved: darden2602 (distance: 120, speed: 9, health: 3)
Moved: garcia2603 (distance: 223, speed: 1, health: 1)
Moved: cris2604 (distance: 207, speed: 10, health: 1)
Moved: bing2605 (distance: 142, speed: 3, health: 2)
Moved: will2606 (distance: 176, speed: 7, health: 3)
Moved: fee2607 (distance: 132, speed: 7, health: 2)
Moved: noah2608 (distance: 96, speed: 4, health: 1)
Moved: potatobot2609 (distance: 210, speed: 5, health: 2)
Moved: paoletti2610 (distance: 150, speed: 8, health: 3)
Moved: garcia2612 (distance: 260, speed: 8, health: 5)
Moved: cris2613 (distance: 106, speed: 8, health: 2)
Moved: bing2614 (distance: 129, speed: 1, health: 1)
Moved: will2615 (distance: 263, speed: 6, health: 4)
Moved: fee2616 (distance: 46, speed: 3, health: 4)
Moved: potatobot2618 (distance: 143, speed: 8, health: 2)
Moved: paoletti2619 (distance: 285, speed: 3, health: 4)
Moved: darden2620 (distance: 57, speed: 1, health: 5)
Moved: garcia2621 (distance: 179, speed: 4, health: 3)
Moved: cris2622 (distance: 288, speed: 3, health: 1)
Moved: bing2623 (distance: 231, speed: 6, health: 5)
Moved: fee2625 (distance: 234, speed: 1, health: 5)
Moved: noah2626 (distance: 66, speed: 6, health: 5)
Moved: potatobot2627 (distance: 111, speed: 5, health: 1)
Moved: paoletti2628 (distance: 243, speed: 7, health: 4)
Moved: darden2629 (distance: 204, speed: 1, health: 4)
Moved: garcia2630 (distance: 174, speed: 1, health: 1)
Moved: cris2631 (distance: 196, speed: 4, health: 1)
Moved: bing2632 (distance: 135, speed: 7, health: 5)
Moved: will2633 (distance: 275, speed: 2, health: 4)
Moved: fee2634 (distance: 170, speed: 2, health: 5)
Moved: paoletti2637 (distance: 190, speed: 3, health: 4)
Moved: darden2638 (distance: 140, speed: 9, health: 2)
Moved: garcia2639 (distance: 11, speed: 1, health: 4)
Moved: cris2640 (distance: 268, speed: 5, health: 1)
Moved: bing2641 (distance: 271, speed: 3, health: 5)
Moved: will2642 (distance: 107, speed: 7, health: 2)
Moved: noah2644 (distance: 252, speed: 10, health: 5)
Moved: potatobot2645 (distance: 248, speed: 6, health: 4)
Moved: darden2647 (distance: 88, speed: 1, health: 3)
Moved: garcia2648 (distance: 165, speed: 9, health: 5)
Moved: cris2649 (distance: 263, speed: 1, health: 4)
Moved: bing2650 (distance: 212, speed: 9, health: 2)
Moved: will2651 (distance: 249, speed: 2, health: 1)
Moved: fee2652 (distance: 135, speed: 3, health: 1)
Moved: noah2653 (distance: 145, speed: 2, health: 4)
Moved: potatobot2654 (distance: 253, speed: 10, health: 5)
Moved: paoletti2655 (distance: 239, speed: 5, health: 4)
Moved: garcia2657 (distance: 31, speed: 2, health: 5)
Moved: cris2658 (distance: 214, speed: 6, health: 4)
Moved: bing2659 (distance: 267, speed: 2, health: 5)
Moved: will2660 (distance: 170, speed: 5, health: 5)
Moved: fee2661 (distance: 207, speed: 9, health: 5)
Moved: noah2662 (distance: 66, speed: 2, health: 1)
Moved: paoletti2664 (distance: 236, speed: 4, health: 5)
Moved: darden2665 (distance: 100, speed: 1, health: 5)
Moved: bing2668 (distance: 219, speed: 7, health: 1)
Moved: will2669 (distance: 132, speed: 10, health: 2)
Moved: fee2670 (distance: 198, speed: 2, health: 2)
Moved: potatobot2672 (distance: 84, speed: 6, health: 2)
Moved: paoletti2673 (distance: 187, speed: 5, health: 4)
Moved: garcia2675 (distance: 64, speed: 6, health: 4)
Moved: cris2676 (distance: 217, speed: 5, health: 2)
Moved: bing2677 (distance: 135, speed: 8, health: 1)
Moved: will2678 (distance: 215, speed: 10, health: 5)
Moved: fee2679 (distance: 147, speed: 9, health: 5)
Moved: noah2680 (distance: 65, speed: 4, health: 5)
Moved: paoletti2682 (distance: 230, speed: 10, health: 2)
Moved: garcia2684 (distance: 224, speed: 10, health: 5)
Moved: bing2686 (distance: 92, speed: 7, health: 3)
Moved: noah2689 (distance: 49, speed: 3, health: 4)
Moved: paoletti2691 (distance: 100, speed: 4, health: 4)
Moved: darden2692 (distance: 147, speed: 3, health: 2)
Moved: garcia2693 (distance: 173, speed: 1, health: 4)
Moved: cris2694 (distance: 216, speed: 4, health: 5)
Moved: noah2698 (distance: 260, speed: 8, health: 1)
Moved: potatobot2699 (distance: 247, speed: 5, health: 2)
Moved: paoletti2700 (distance: 216, speed: 4, health: 5)
Moved: garcia2702 (distance: 131, speed: 5, health: 1)
Moved: cris2703 (distance: 106, speed: 3, health: 5)
Moved: bing2704 (distance: 262, speed: 9, health: 5)
Moved: will2705 (distance: 160, speed: 6, health: 5)
Moved: noah2707 (distance: 202, speed: 4, health: 2)
Moved: potatobot2708 (distance: 128, speed: 4, health: 1)
Moved: paoletti2709 (distance: 231, speed: 1, health: 1)
Moved: darden2710 (distance: 179, speed: 8, health: 4)
Moved: garcia2711 (distance: 176, speed: 4, health: 5)
Moved: cris2712 (distance: 161, speed: 9, health: 4)
Moved: bing2713 (distance: 174, speed: 7, health: 3)
Moved: fee2715 (distance: 171, speed: 2, health: 5)
Moved: noah2716 (distance: 255, speed: 1, health: 1)
Moved: potatobot2717 (distance: 132, speed: 7, health: 3)
Moved: paoletti2718 (distance: 264, speed: 8, health: 2)
Moved: garcia2720 (distance: 226, speed: 8, health: 3)
Moved: cris2721 (distance: 179, speed: 1, health: 4)
Moved: bing2722 (distance: 204, speed: 1, health: 5)
Moved: will2723 (distance: 233, speed: 10, health: 2)
Moved: fee2724 (distance: 183, speed: 4, health: 2)
Moved: noah2725 (distance: 110, speed: 10, health: 1)
Moved: potatobot2726 (distance: 31, speed: 2, health: 2)
Moved: darden2728 (distance: 154, speed: 3, health: 2)
Moved: garcia2729 (distance: 240, speed: 3, health: 4)
Moved: cris2730 (distance: 244, speed: 8, health: 4)
Moved: bing2731 (distance: 289, speed: 1, health: 5)
Moved: will2732 (distance: 97, speed: 1, health: 2)
Moved: fee2733 (distance: 33, speed: 1, health: 3)
Moved: noah2734 (distance: 45, speed: 3, health: 5)
Moved: paoletti2736 (distance: 282, speed: 2, health: 1)
Moved: darden2737 (distance: 125, speed: 3, health: 2)
Moved: cris2739 (distance: 211, speed: 4, health: 3)
Moved: bing2740 (distance: 74, speed: 5, health: 2)
Moved: will2741 (distance: 259, speed: 8, health: 1)
Moved: fee2742 (distance: 283, speed: 2, health: 1)
Moved: potatobot2744 (distance: 268, speed: 3, health: 5)
Moved: paoletti2745 (distance: 97, speed: 8, health: 2)
Moved: darden2746 (distance: 233, speed: 6, health: 1)
Moved: garcia2747 (distance: 87, speed: 5, health: 1)
Moved: bing2749 (distance: 206, speed: 2, health: 4)
Moved: will2750 (distance: 139, speed: 8, health: 1)
Moved: fee2751 (distance: 140, speed: 5, health: 1)
Moved: noah2752 (distance: 215, speed: 3, health: 3)
Moved: potatobot2753 (distance: 210, speed: 4, health: 1)
Moved: paoletti2754 (distance: 113, speed: 2, health: 1)
Moved: bing2758 (distance: 168, speed: 8, health: 1)
Moved: will2759 (distance: 33, speed: 2, health: 5)
Moved: fee2760 (distance: 206, speed: 10, health: 3)
Moved: noah2761 (distance: 149, speed: 10, health: 2)
Moved: paoletti2763 (distance: 155, speed: 7, health: 2)
Moved: darden2764 (distance: 217, speed: 2, health: 2)
Moved: bing2767 (distance: 166, speed: 2, health: 2)
Moved: will2768 (distance: 257, speed: 5, health: 3)
Moved: fee2769 (distance: 184, speed: 9, health: 5)
Moved: potatobot2771 (distance: 185, speed: 2, health: 3)
Moved: paoletti2772 (distance: 146, speed: 3, health: 1)
Moved: garcia2774 (distance: 117, speed: 7, health: 1)
Moved: cris2775 (distance: 249, speed: 4, health: 2)
Moved: bing2776 (distance: 129, speed: 6, health: 2)
Moved: fee2778 (distance: 275, speed: 5, health: 4)
Moved: noah2779 (distance: 56, speed: 4, health: 4)
Moved: darden2782 (distance: 197, speed: 8, health: 3)
Moved: garcia2783 (distance: 267, speed: 4, health: 3)
Moved: cris2784 (distance: 155, speed: 7, health: 5)
Moved: fee2787 (distance: 135, speed: 8, health: 3)
Moved: noah2788 (distance: 163, speed: 8, health: 2)
Moved: potatobot2789 (distance: 252, speed: 2, health: 5)
Moved: darden2791 (distance: 222, speed: 5, health: 4)
Moved: garcia2792 (distance: 86, speed: 1, health: 2)
Moved: cris2793 (distance: 244, speed: 5, health: 4)
Moved: bing2794 (distance: 145, speed: 4, health: 4)
Moved: will2795 (distance: 239, speed: 6, health: 1)
Moved: fee2796 (distance: 139, speed: 7, health: 5)
Moved: noah2797 (distance: 238, speed: 2, health: 5)
Moved: paoletti2799 (distance: 200, speed: 4, health: 3)
Moved: cris2802 (distance: 243, speed: 9, health: 2)
Moved: bing2803 (distance: 199, speed: 5, health: 2)
Moved: fee2805 (distance: 177, speed: 9, health: 1)
Moved: noah2806 (distance: 205, speed: 1, health: 4)
Moved: potatobot2807 (distance: 105, speed: 6, health: 2)
Moved: cris2811 (distance: 101, speed: 6, health: 1)
Moved: will2813 (distance: 264, speed: 9, health: 1)
Moved: fee2814 (distance: 223, speed: 4, health: 3)
Moved: garcia2819 (distance: 251, speed: 1, health: 1)
Moved: cris2820 (distance: 155, speed: 8, health: 5)
Moved: bing2821 (distance: 119, speed: 4, health: 5)
Moved: will2822 (distance: 246, speed: 10, health: 3)
Moved: noah2824 (distance: 89, speed: 8, health: 4)
Moved: garcia2828 (distance: 157, speed: 2, health: 3)
Moved: bing2830 (distance: 208, speed: 4, health: 1)
Moved: will2831 (distance: 232, speed: 6, health: 4)
Moved: noah2833 (distance: 140, speed: 7, health: 4)
Moved: potatobot2834 (distance: 186, speed: 9, health: 3)
Moved: paoletti2835 (distance: 287, speed: 2, health: 3)
Moved: darden2836 (distance: 125, speed: 3, health: 4)
Moved: garcia2837 (distance: 104, speed: 10, health: 4)
Moved: will2840 (distance: 253, speed: 1, health: 1)
Moved: potatobot2843 (distance: 58, speed: 3, health: 2)
Moved: paoletti2844 (distance: 123, speed: 3, health: 4)
Moved: darden2845 (distance: 200, speed: 1, health: 2)
Moved: garcia2846 (distance: 168, speed: 9, health: 3)
Moved: fee2850 (distance: 134, speed: 3, health: 1)
Moved: noah2851 (distance: 244, speed: 10, health: 5)
Moved: potatobot2852 (distance: 14, speed: 1, health: 4)
Moved: paoletti2853 (distance: 236, speed: 10, health: 1)
Moved: darden2854 (distance: 132, speed: 10, health: 2)
Moved: garcia2855 (distance: 219, speed: 9, health: 1)
Moved: cris2856 (distance: 125, speed: 6, health: 2)
Moved: bing2857 (distance: 57, speed: 4, health: 5)
Moved: will2858 (distance: 238, speed: 10, health: 5)
Moved: fee2859 (distance: 225, speed: 5, health: 4)
Moved: noah2860 (distance: 236, speed: 4, health: 3)
Moved: potatobot2861 (distance: 94, speed: 5, health: 4)
Moved: garcia2864 (distance: 138, speed: 2, health: 3)
Moved: cris2865 (distance: 279, speed: 4, health: 1)
Moved: will2867 (distance: 110, speed: 2, health: 5)
Moved: fee2868 (distance: 168, speed: 10, health: 2)
Moved: noah2869 (distance: 162, speed: 5, health: 1)
Moved: potatobot2870 (distance: 203, speed: 7, health: 1)
Moved: paoletti2871 (distance: 84, speed: 8, health: 4)
Moved: darden2872 (distance: 212, speed: 10, health: 3)
Moved: garcia2873 (distance: 209, speed: 10, health: 2)
Moved: cris2874 (distance: 175, speed: 4, health: 1)
Moved: bing2875 (distance: 182, speed: 6, health: 5)
Moved: fee2877 (distance: 186, speed: 6, health: 4)
Moved: noah2878 (distance: 158, speed: 1, health: 2)
Moved: paoletti2880 (distance: 191, speed: 8, health: 5)
Moved: garcia2882 (distance: 101, speed: 6, health: 1)
Moved: bing2884 (distance: 112, speed: 9, health: 4)
Moved: will2885 (distance: 171, speed: 1, health: 5)
Moved: fee2886 (distance: 155, speed: 5, health: 5)
Moved: potatobot2888 (distance: 147, speed: 3, health: 1)
Moved: paoletti2889 (distance: 77, speed: 1, health: 5)
Moved: darden2890 (distance: 74, speed: 6, health: 5)
Moved: garcia2891 (distance: 255, speed: 1, health: 1)
Moved: bing2893 (distance: 259, speed: 5, health: 4)
Moved: will2894 (distance: 167, speed: 10, health: 1)
Moved: fee2895 (distance: 104, speed: 2, health: 5)
Moved: noah2896 (distance: 257, speed: 7, health: 1)
Moved: potatobot2897 (distance: 234, speed: 3, health: 2)
Moved: darden2899 (distance: 165, speed: 7, health: 4)
Moved: garcia2900 (distance: 179, speed: 4, health: 5)
Moved: cris2901 (distance: 96, speed: 5, health: 3)
Moved: bing2902 (distance: 89, speed: 4, health: 2)
Moved: will2903 (distance: 272, speed: 1, health: 1)
Moved: fee2904 (distance: 148, speed: 9, health: 4)
Moved: noah2905 (distance: 176, speed: 1, health: 4)
Moved: potatobot2906 (distance: 105, speed: 7, health: 3)
Moved: darden2908 (distance: 259, speed: 9, health: 1)
Moved: garcia2909 (distance: 151, speed: 1, health: 3)
Moved: cris2910 (distance: 136, speed: 2, health: 5)
Moved: bing2911 (distance: 160, speed: 4, health: 4)
Moved: will2912 (distance: 20, speed: 2, health: 5)
Moved: fee2913 (distance: 260, speed: 9, health: 5)
Moved: noah2914 (distance: 220, speed: 3, health: 3)
Moved: potatobot2915 (distance: 42, speed: 4, health: 5)
Moved: garcia2918 (distance: 261, speed: 3, health: 3)
Moved: cris2919 (distance: 179, speed: 4, health: 5)
Moved: will2921 (distance: 69, speed: 1, health: 5)
Moved: fee2922 (distance: 193, speed: 1, health: 3)
Moved: noah2923 (distance: 193, speed: 3, health: 3)
Moved: darden2926 (distance: 211, speed: 7, health: 5)
Moved: cris2928 (distance: 187, speed: 6, health: 1)
Moved: fee2931 (distance: 145, speed: 7, health: 1)
Moved: darden2935 (distance: 211, speed: 9, health: 2)
Moved: garcia2936 (distance: 157, speed: 10, health: 5)
Moved: bing2938 (distance: 232, speed: 1, health: 1)
Moved: will2939 (distance: 105, speed: 5, health: 5)
Moved: fee2940 (distance: 196, speed: 9, health: 4)
Moved: noah2941 (distance: 103, speed: 7, health: 1)
Moved: potatobot2942 (distance: 46, speed: 2, health: 3)
Moved: paoletti2943 (distance: 132, speed: 8, health: 2)
Moved: garcia2945 (distance: 122, speed: 9, health: 1)
Moved: bing2947 (distance: 187, speed: 4, health: 1)
Moved: will2948 (distance: 77, speed: 7, health: 5)
Moved: fee2949 (distance: 111, speed: 3, health: 3)
Moved: noah2950 (distance: 242, speed: 7, health: 5)
Moved: potatobot2951 (distance: 87, speed: 7, health: 1)
Moved: paoletti2952 (distance: 195, speed: 7, health: 3)
Moved: will2957 (distance: 278, speed: 3, health: 2)
Moved: fee2958 (distance: 110, speed: 1, health: 1)
Moved: potatobot2960 (distance: 200, speed: 6, health: 3)
Moved: paoletti2961 (distance: 233, speed: 10, health: 1)
Moved: darden2962 (distance: 19, speed: 1, health: 2)
Moved: garcia2963 (distance: 178, speed: 4, health: 4)
Moved: cris2964 (distance: 86, speed: 1, health: 3)
Moved: will2966 (distance: 182, speed: 1, health: 1)
Moved: fee2967 (distance: 88, speed: 6, health: 3)
Moved: noah2968 (distance: 199, speed: 9, health: 3)
Moved: potatobot2969 (distance: 87, speed: 2, health: 5)
Moved: paoletti2970 (distance: 61, speed: 6, health: 5)
Moved: darden2971 (distance: 269, speed: 2, health: 1)
Moved: garcia2972 (distance: 123, speed: 10, health: 4)
Moved: cris2973 (distance: 285, speed: 3, health: 5)
Moved: bing2974 (distance: 263, speed: 9, health: 3)
Moved: will2975 (distance: 121, speed: 9, health: 4)
Moved: fee2976 (distance: 40, speed: 3, health: 5)
Moved: noah2977 (distance: 235, speed: 8, health: 5)
Moved: potatobot2978 (distance: 245, speed: 8, health: 3)
Moved: paoletti2979 (distance: 65, speed: 4, health: 4)
Moved: darden2980 (distance: 92, speed: 3, health: 5)
Moved: garcia2981 (distance: 148, speed: 10, health: 4)
Moved: will2984 (distance: 131, speed: 8, health: 2)
Moved: fee2985 (distance: 44, speed: 1, health: 5)
Moved: noah2986 (distance: 88, speed: 4, health: 3)
Moved: potatobot2987 (distance: 254, speed: 9, health: 3)
Moved: darden2989 (distance: 262, speed: 2, health: 3)
Moved: cris2991 (distance: 82, speed: 3, health: 2)
Moved: fee2994 (distance: 29, speed: 2, health: 1)
Moved: noah2995 (distance: 140, speed: 1, health: 1)
Moved: paoletti2997 (distance: 231, speed: 9, health: 1)
Moved: darden2998 (distance: 250, speed: 9, health: 2)
Moved: garcia2999 (distance: 244, speed: 1, health: 2)
Moved: cris3000 (distance: 222, speed: 2, health: 3)
Moved: will3002 (distance: 127, speed: 4, health: 3)
Moved: fee3003 (distance: 233, speed: 6, health: 4)
Moved: noah3004 (distance: 124, speed: 2, health: 2)
Moved: potatobot3005 (distance: 248, speed: 8, health: 1)
Moved: paoletti3006 (distance: 94, speed: 2, health: 4)
Moved: darden3007 (distance: 167, speed: 2, health: 1)
Moved: cris3009 (distance: 69, speed: 2, health: 4)
Moved: bing3010 (distance: 119, speed: 8, health: 2)
Moved: will3011 (distance: 186, speed: 4, health: 5)
Moved: fee3012 (distance: 112, speed: 2, health: 3)
Moved: paoletti3015 (distance: 248, speed: 5, health: 4)
Moved: garcia3017 (distance: 103, speed: 10, health: 4)
Moved: fee3021 (distance: 84, speed: 5, health: 4)
Moved: noah3022 (distance: 205, speed: 6, health: 3)
Moved: potatobot3023 (distance: 198, speed: 4, health: 4)
Moved: darden3025 (distance: 255, speed: 3, health: 2)
Moved: garcia3026 (distance: 217, speed: 4, health: 3)
Moved: will3029 (distance: 150, speed: 2, health: 3)
Moved: fee3030 (distance: 267, speed: 2, health: 1)
Moved: noah3031 (distance: 126, speed: 6, health: 2)
Moved: potatobot3032 (distance: 278, speed: 2, health: 1)
Moved: garcia3035 (distance: 78, speed: 1, health: 1)
Moved: bing3037 (distance: 208, speed: 1, health: 3)
Moved: will3038 (distance: 215, speed: 2, health: 2)
Moved: fee3039 (distance: 160, speed: 8, health: 1)
Moved: noah3040 (distance: 198, speed: 1, health: 3)
Moved: potatobot3041 (distance: 85, speed: 5, health: 4)
Moved: darden3043 (distance: 267, speed: 8, health: 4)
Moved: cris3045 (distance: 162, speed: 9, health: 2)
Moved: bing3046 (distance: 248, speed: 9, health: 5)
Moved: fee3048 (distance: 283, speed: 3, health: 1)
Moved: potatobot3050 (distance: 122, speed: 8, health: 5)
Moved: darden3052 (distance: 256, speed: 5, health: 5)
Moved: cris3054 (distance: 102, speed: 5, health: 3)
Moved: bing3055 (distance: 263, speed: 4, health: 2)
Moved: will3056 (distance: 169, speed: 10, health: 3)
Moved: paoletti3060 (distance: 203, speed: 10, health: 5)
Moved: darden3061 (distance: 180, speed: 1, health: 5)
Moved: garcia3062 (distance: 96, speed: 8, health: 3)
Moved: cris3063 (distance: 183, speed: 5, health: 2)
Moved: will3065 (distance: 119, speed: 10, health: 4)
Moved: fee3066 (distance: 236, speed: 8, health: 4)
Moved: noah3067 (distance: 119, speed: 4, health: 4)
Moved: paoletti3069 (distance: 172, speed: 10, health: 4)
Moved: cris3072 (distance: 239, speed: 4, health: 2)
Moved: bing3073 (distance: 279, speed: 4, health: 4)
Moved: will3074 (distance: 180, speed: 6, health: 1)
Moved: fee3075 (distance: 62, speed: 2, health: 2)
Moved: noah3076 (distance: 143, speed: 6, health: 3)
Moved: darden3079 (distance: 188, speed: 2, health: 3)
Moved: garcia3080 (distance: 287, speed: 2, health: 5)
Moved: cris3081 (distance: 51, speed: 2, health: 3)
Moved: bing3082 (distance: 199, speed: 6, health: 2)
Moved: will3083 (distance: 59, speed: 3, health: 3)
Moved: noah3085 (distance: 231, speed: 10, health: 4)
Moved: garcia3089 (distance: 87, speed: 4, health: 5)
Moved: cris3090 (distance: 113, speed: 3, health: 4)
Moved: bing3091 (distance: 94, speed: 1, health: 5)
Moved: will3092 (distance: 230, speed: 3, health: 3)
Moved: fee3093 (distance: 218, speed: 4, health: 1)
Moved: noah3094 (distance: 203, speed: 4, health: 3)
Moved: paoletti3096 (distance: 172, speed: 1, health: 1)
Moved: darden3097 (distance: 118, speed: 8, health: 3)
Moved: cris3099 (distance: 64, speed: 1, health: 1)
Moved: fee3102 (distance: 232, speed: 7, health: 5)
Moved: noah3103 (distance: 218, speed: 9, health: 3)
Moved: potatobot3104 (distance: 179, speed: 7, health: 4)
Moved: paoletti3105 (distance: 80, speed: 2, health: 3)
Moved: cris3108 (distance: 184, speed: 9, health: 3)
Moved: bing3109 (distance: 136, speed: 8, health: 4)
Moved: will3110 (distance: 178, speed: 1, health: 5)
Moved: fee3111 (distance: 273, speed: 5, health: 4)
Moved: noah3112 (distance: 235, speed: 8, health: 2)
Moved: potatobot3113 (distance: 193, speed: 3, health: 5)
Moved: paoletti3114 (distance: 125, speed: 9, health: 4)
Moved: darden3115 (distance: 93, speed: 7, health: 3)
Moved: garcia3116 (distance: 84, speed: 5, health: 5)
Moved: cris3117 (distance: 226, speed: 5, health: 4)
Moved: potatobot3122 (distance: 67, speed: 6, health: 4)
Moved: paoletti3123 (distance: 251, speed: 6, health: 5)
Moved: darden3124 (distance: 167, speed: 3, health: 1)
Moved: garcia3125 (distance: 97, speed: 8, health: 5)
Moved: cris3126 (distance: 131, speed: 2, health: 5)
Moved: bing3127 (distance: 265, speed: 7, health: 3)
Moved: will3128 (distance: 77, speed: 6, health: 4)
Moved: fee3129 (distance: 181, speed: 10, health: 4)
Moved: noah3130 (distance: 107, speed: 8, health: 4)
Moved: potatobot3131 (distance: 250, speed: 7, health: 4)
Moved: darden3133 (distance: 267, speed: 1, health: 4)
Moved: garcia3134 (distance: 279, speed: 2, health: 1)
Moved: bing3136 (distance: 283, speed: 4, health: 2)
Moved: will3137 (distance: 160, speed: 8, health: 5)
Moved: fee3138 (distance: 146, speed: 4, health: 4)
Moved: potatobot3140 (distance: 208, speed: 5, health: 5)
Moved: darden3142 (distance: 235, speed: 2, health: 1)
Moved: garcia3143 (distance: 234, speed: 7, health: 3)
Moved: cris3144 (distance: 211, speed: 2, health: 1)
Moved: bing3145 (distance: 52, speed: 3, health: 5)
Moved: will3146 (distance: 204, speed: 4, health: 4)
Moved: potatobot3149 (distance: 253, speed: 5, health: 2)
Moved: darden3151 (distance: 113, speed: 1, health: 2)
Moved: garcia3152 (distance: 257, speed: 10, health: 2)
Moved: cris3153 (distance: 240, speed: 7, health: 3)
Moved: bing3154 (distance: 158, speed: 3, health: 4)
Moved: will3155 (distance: 251, speed: 2, health: 2)
Moved: noah3157 (distance: 147, speed: 6, health: 5)
Moved: potatobot3158 (distance: 165, speed: 8, health: 5)
Moved: paoletti3159 (distance: 115, speed: 6, health: 4)
Moved: cris3162 (distance: 175, speed: 2, health: 1)
Moved: bing3163 (distance: 126, speed: 1, health: 3)
Moved: will3164 (distance: 79, speed: 5, health: 5)
Moved: fee3165 (distance: 134, speed: 5, health: 3)
Moved: potatobot3167 (distance: 110, speed: 7, health: 3)
Moved: paoletti3168 (distance: 59, speed: 5, health: 5)
Moved: garcia3170 (distance: 13, speed: 1, health: 1)
Moved: cris3171 (distance: 49, speed: 2, health: 3)
Moved: bing3172 (distance: 75, speed: 1, health: 5)
Moved: will3173 (distance: 93, speed: 6, health: 3)
Moved: fee3174 (distance: 218, speed: 5, health: 5)
Moved: noah3175 (distance: 169, speed: 8, health: 5)
Moved: potatobot3176 (distance: 147, speed: 9, health: 2)
Moved: darden3178 (distance: 181, speed: 7, health: 3)
Moved: bing3181 (distance: 209, speed: 5, health: 2)
Moved: will3182 (distance: 165, speed: 6, health: 5)
Moved: fee3183 (distance: 234, speed: 8, health: 4)
Moved: noah3184 (distance: 96, speed: 4, health: 4)
Moved: potatobot3185 (distance: 256, speed: 7, health: 2)
Moved: darden3187 (distance: 245, speed: 5, health: 4)
Moved: garcia3188 (distance: 180, speed: 3, health: 4)
Moved: bing3190 (distance: 237, speed: 6, health: 3)
Moved: will3191 (distance: 91, speed: 8, health: 3)
Moved: fee3192 (distance: 141, speed: 6, health: 4)
Moved: noah3193 (distance: 95, speed: 1, health: 4)
Moved: potatobot3194 (distance: 227, speed: 5, health: 3)
Moved: paoletti3195 (distance: 128, speed: 10, health: 5)
Moved: darden3196 (distance: 160, speed: 2, health: 1)
Moved: will3200 (distance: 127, speed: 3, health: 3)
Moved: fee3201 (distance: 261, speed: 1, health: 4)
Moved: paoletti3204 (distance: 17, speed: 1, health: 1)
Moved: darden3205 (distance: 159, speed: 2, health: 2)
Moved: cris3207 (distance: 256, speed: 2, health: 4)
Moved: bing3208 (distance: 161, speed: 7, health: 5)
Moved: will3209 (distance: 96, speed: 5, health: 3)
Moved: noah3211 (distance: 212, speed: 5, health: 2)
Moved: potatobot3212 (distance: 127, speed: 10, health: 2)
Moved: darden3214 (distance: 147, speed: 1, health: 2)
Moved: garcia3215 (distance: 237, speed: 6, health: 1)
Moved: cris3216 (distance: 223, speed: 9, health: 3)
Moved: will3218 (distance: 90, speed: 9, health: 4)
Moved: fee3219 (distance: 195, speed: 2, health: 1)
Moved: noah3220 (distance: 115, speed: 9, health: 2)
Moved: potatobot3221 (distance: 150, speed: 9, health: 2)
Moved: paoletti3222 (distance: 202, speed: 8, health: 3)
Moved: darden3223 (distance: 128, speed: 10, health: 3)
Moved: garcia3224 (distance: 198, speed: 9, health: 2)
Moved: cris3225 (distance: 175, speed: 3, health: 3)
Moved: will3227 (distance: 55, speed: 4, health: 1)
Moved: fee3228 (distance: 240, speed: 4, health: 1)
Moved: noah3229 (distance: 130, speed: 8, health: 1)
Moved: paoletti3231 (distance: 117, speed: 4, health: 2)
Moved: darden3232 (distance: 94, speed: 6, health: 2)
Moved: garcia3233 (distance: 224, speed: 2, health: 4)
Moved: will3236 (distance: 258, speed: 2, health: 1)
Moved: fee3237 (distance: 236, speed: 1, health: 3)
Moved: noah3238 (distance: 253, speed: 3, health: 3)
Moved: potatobot3239 (distance: 246, speed: 5, health: 3)
Moved: paoletti3240 (distance: 271, speed: 6, health: 3)
Moved: darden3241 (distance: 79, speed: 2, health: 4)
Moved: garcia3242 (distance: 219, speed: 8, health: 3)
Moved: cris3243 (distance: 83, speed: 2, health: 1)
Moved: bing3244 (distance: 160, speed: 5, health: 4)
Moved: will3245 (distance: 148, speed: 10, health: 4)
Moved: fee3246 (distance: 228, speed: 6, health: 2)
Moved: potatobot3248 (distance: 214, speed: 7, health: 3)
Moved: darden3250 (distance: 261, speed: 9, health: 3)
Moved: garcia3251 (distance: 191, speed: 6, health: 4)
Moved: cris3252 (distance: 169, speed: 6, health: 1)
Moved: will3254 (distance: 264, speed: 8, health: 1)
Moved: potatobot3257 (distance: 131, speed: 10, health: 3)
Moved: garcia3260 (distance: 247, speed: 8, health: 2)
Moved: cris3261 (distance: 102, speed: 3, health: 5)
Moved: bing3262 (distance: 176, speed: 4, health: 2)
Moved: will3263 (distance: 125, speed: 5, health: 1)
